Var1,Var2,obs,exp,n,pmr
K746,K922,2,4.09,370,0.48899755501222497
E789,I10,11,22.5,1429,0.4888888888888889
D649,M199,5,10.24,593,0.48828125
G931,I64,1,2.05,166,0.48780487804878053
J189,K746,2,4.1,363,0.48780487804878053
A419,R060,1,2.0500000000000003,121,0.4878048780487804
E785,N179,6,12.32,803,0.487012987012987
N189,N390,8,16.43,990,0.48691418137553255
J189,R99,6,12.33,807,0.48661800486618007
C509,J189,2,4.11,276,0.48661800486618
E142,I110,1,2.06,148,0.4854368932038835
E149,W19,1,2.06,103,0.4854368932038835
I272,I509,11,22.66,1482,0.4854368932038835
I48,R060,2,4.12,231,0.4854368932038835
N183,R090,1,2.06,126,0.4854368932038835
R13,R99,3,6.18,364,0.4854368932038835
E785,I739,10,20.61,1341,0.485201358563804
G931,I10,7,14.45,1157,0.4844290657439447
J690,R628,9,18.59,1108,0.4841312533620226
I120,J969,14,28.97,1862,0.4832585433206766
C80,J969,2,4.14,301,0.48309178743961356
I679,R53,1,2.07,127,0.48309178743961356
I120,K922,3,6.21,388,0.4830917874396135
J690,K219,3,6.21,385,0.4830917874396135
I500,N185,15,31.07,2276,0.482780817508851
K566,N179,2,4.15,249,0.48192771084337344
E889,J960,5,10.38,667,0.48169556840077066
J449,N40,3,6.23,370,0.4815409309791332
A419,R064,1,2.08,143,0.4807692307692307
C189,F179,5,10.4,733,0.4807692307692307
C780,R688,1,2.08,173,0.4807692307692307
D689,R688,1,2.08,160,0.4807692307692307
E039,N183,1,2.08,121,0.4807692307692307
F179,R634,2,4.16,243,0.4807692307692307
I38,R628,1,2.08,116,0.4807692307692307
I495,I500,6,12.48,684,0.4807692307692307
J449,J90,5,10.4,682,0.4807692307692307
J90,R688,1,2.08,134,0.4807692307692307
C798,J449,2,4.17,332,0.47961630695443647
I48,K922,16,33.4,2100,0.47904191616766467
C509,I500,7,14.62,909,0.478796169630643
D696,E119,1,2.09,159,0.47846889952153115
E112,K922,1,2.09,150,0.47846889952153115
E872,I219,1,2.09,144,0.47846889952153115
F179,M109,1,2.09,124,0.47846889952153115
I679,R688,1,2.09,127,0.47846889952153115
I500,N184,7,14.64,811,0.4781420765027322
E119,R688,5,10.46,729,0.4780114722753346
E149,N288,4,8.37,582,0.47789725209080053
D649,M069,2,4.1899999999999995,283,0.4773269689737471
I120,J960,10,20.95,1357,0.47732696897374705
E875,J969,2,4.19,291,0.477326968973747
C509,R628,3,6.29,368,0.4769475357710652
C509,N179,1,2.1,156,0.47619047619047616
F329,R630,1,2.1,114,0.47619047619047616
J690,J960,41,86.19,5609,0.47569323587423135
D649,R91,1,2.11,127,0.47393364928909953
E119,E780,3,6.33,445,0.47393364928909953
F171,J449,6,12.67,1082,0.47355958958168903
G931,J449,3,6.34,534,0.47318611987381703
J960,R001,2,4.23,254,0.47281323877068554
E46,I272,1,2.12,135,0.4716981132075471
F179,N289,2,4.24,301,0.4716981132075471
I469,R418,2,4.24,250,0.4716981132075471
I802,R090,1,2.12,149,0.4716981132075471
J960,R91,3,6.36,423,0.4716981132075471
C679,I500,4,8.49,492,0.47114252061248524
N390,R090,3,6.37,407,0.47095761381475665
A499,I48,2,4.25,276,0.47058823529411764
K219,M819,2,4.25,243,0.47058823529411764
F019,I10,27,57.46,3327,0.46989209885137484
D62,F179,1,2.13,137,0.4694835680751174
I500,I672,2,4.26,244,0.4694835680751174
I959,N189,2,4.26,275,0.4694835680751174
D649,I500,45,96.01,5836,0.4687011769607332
E112,I219,1,2.14,150,0.4672897196261682
E780,I709,1,2.14,140,0.4672897196261682
G473,N390,1,2.14,165,0.4672897196261682
I38,J969,2,4.28,279,0.4672897196261682
I499,J961,1,2.14,154,0.4672897196261682
J439,R090,1,2.14,154,0.4672897196261682
J81,N390,1,2.14,126,0.4672897196261682
A419,N189,20,42.879999999999995,2825,0.46641791044776126
E115,F179,2,4.29,293,0.4662004662004662
C61,C679,5,10.73,636,0.4659832246039142
D649,J984,1,2.15,142,0.46511627906976744
E119,R000,1,2.15,135,0.46511627906976744
E145,J969,1,2.15,146,0.46511627906976744
F179,R000,4,8.6,601,0.46511627906976744
I251,I959,4,8.6,579,0.46511627906976744
J449,R092,16,34.54,2376,0.46323103647944414
I500,N189,71,153.29,9125,0.46317437536695155
E039,M480,1,2.16,123,0.4629629629629629
E785,R000,1,2.16,135,0.4629629629629629
K746,N390,1,2.16,169,0.4629629629629629
I469,I802,8,17.29,1199,0.4626951995373048
J189,R090,13,28.1,1847,0.4626334519572953
A419,I251,44,95.26,6457,0.4618937644341801
N19,R628,4,8.66,505,0.4618937644341801
T931,Y86,2,4.33,231,0.4618937644341801
J969,N19,19,41.25,2966,0.46060606060606063
A419,I219,11,23.89,1639,0.46044370029300963
E86,I120,2,4.35,250,0.4597701149425288
J960,N390,14,30.45,2033,0.45977011494252873
D649,E86,3,6.54,406,0.4587155963302752
E669,R092,1,2.18,185,0.4587155963302752
I429,I709,2,4.36,277,0.4587155963302752
J969,R418,1,2.18,134,0.4587155963302752
I10,R092,46,100.3,6430,0.45862412761714855
I469,R54,20,43.67,2352,0.4579803068468056
D649,E46,8,17.47,1166,0.4579278763594734
I48,J960,59,128.87,8438,0.45782571583766585
K922,R688,3,6.56,481,0.4573170731707317
E86,N288,3,6.5600000000000005,396,0.45731707317073167
I499,N189,3,6.5600000000000005,410,0.45731707317073167
C787,N189,1,2.19,164,0.4566210045662101
I698,J449,1,2.19,126,0.4566210045662101
N390,R568,2,4.38,304,0.4566210045662101
E112,F179,9,19.72,1451,0.4563894523326572
I120,J90,2,4.39,256,0.4555808656036447
C679,J189,1,2.2,132,0.45454545454545453
E119,R630,1,2.2,127,0.45454545454545453
E785,E871,1,2.2,150,0.45454545454545453
E785,J81,1,2.2,135,0.45454545454545453
I251,R91,2,4.4,273,0.45454545454545453
I679,R092,1,2.2,140,0.45454545454545453
J449,J61,1,2.2,125,0.45454545454545453
R13,R630,4,8.8,478,0.45454545454545453
I500,R628,36,79.22,4480,0.45443069931835395
A419,J690,36,79.23,5302,0.4543733434305187
D649,I959,3,6.61,452,0.45385779122541603
I490,I500,3,6.61,488,0.45385779122541603
R068,R090,11,24.27,1713,0.4532344458178822
E112,I429,1,2.21,160,0.45248868778280543
E149,R000,1,2.21,148,0.45248868778280543
I219,R579,1,2.21,175,0.45248868778280543
I420,I469,1,2.21,153,0.45248868778280543
I509,J449,29,64.09,4264,0.45248868778280543
I959,K922,2,4.42,299,0.45248868778280543
A419,K219,2,4.43,280,0.4514672686230249
I272,N179,3,6.6499999999999995,472,0.4511278195488722
D649,G473,2,4.4399999999999995,340,0.4504504504504505
D649,X590,1,2.2199999999999998,121,0.4504504504504505
I269,J961,2,4.4399999999999995,324,0.4504504504504505
F019,R628,7,15.54,882,0.45045045045045046
A419,I516,1,2.22,147,0.4504504504504504
G931,J961,1,2.22,192,0.4504504504504504
I10,I518,7,15.58,1028,0.4492939666238768
I694,W80,1,2.23,136,0.4484304932735426
R579,R628,1,2.23,141,0.4484304932735426
E039,J189,6,13.38,798,0.44843049327354256
E112,J969,4,8.93,644,0.4479283314669653
J690,N179,8,17.87,1181,0.4476776720761052
M069,R628,2,4.47,276,0.447427293064877
I509,N19,6,13.41,891,0.44742729306487694
F329,M199,4,8.95,525,0.446927374301676
I64,R068,1,2.2399999999999998,145,0.44642857142857145
I499,I709,3,6.7299999999999995,438,0.4457652303120357
J189,R64,2,4.49,280,0.4454342984409799
C349,J690,1,2.25,158,0.4444444444444444
F179,M869,1,2.25,170,0.4444444444444444
I10,I129,1,2.25,127,0.4444444444444444
I255,R13,1,2.25,136,0.4444444444444444
I99,R628,1,2.25,124,0.4444444444444444
J440,N288,1,2.25,165,0.4444444444444444
E149,R092,10,22.52,1556,0.44404973357015987
E46,I509,4,9.02,562,0.4434589800443459
I509,K746,2,4.51,361,0.4434589800443459
E149,R628,12,27.07,1660,0.44329516069449576
E889,R688,1,2.26,144,0.4424778761061947
E785,K746,1,2.2600000000000002,184,0.44247787610619466
M628,R13,1,2.2600000000000002,134,0.44247787610619466
N288,R53,1,2.2600000000000002,147,0.44247787610619466
E039,J960,6,13.57,893,0.4421518054532056
I272,R092,2,4.53,302,0.44150110375275936
J189,R91,2,4.53,283,0.44150110375275936
A490,J189,1,2.27,159,0.44052863436123346
E039,E112,2,4.54,296,0.44052863436123346
E039,L899,1,2.27,137,0.44052863436123346
F329,N179,1,2.27,140,0.44052863436123346
I351,I500,1,2.27,119,0.44052863436123346
E86,J690,2,4.55,273,0.43956043956043955
J969,K922,8,18.21,1270,0.4393190554640307
E112,F03,4,9.11,551,0.43907793633369924
E785,R688,4,9.11,599,0.43907793633369924
C509,C780,1,2.2800000000000002,193,0.43859649122807015
L899,R628,4,9.129999999999999,554,0.4381161007667032
F329,K219,4,9.14,565,0.437636761487965
E039,I219,2,4.58,309,0.4366812227074236
I509,J459,1,2.29,147,0.4366812227074236
I64,I99,1,2.29,144,0.4366812227074236
R579,R688,5,11.45,925,0.4366812227074236
J690,W80,11,25.2,1532,0.4365079365079365
E119,I120,23,52.7,3543,0.43643263757115747
E785,J961,3,6.88,477,0.436046511627907
E780,I500,4,9.18,567,0.4357298474945534
G931,J189,2,4.59,366,0.4357298474945534
I500,I619,1,2.3,146,0.4347826086956522
I509,R092,6,13.799999999999999,884,0.4347826086956522
I639,R628,1,2.3,142,0.4347826086956522
J90,R91,1,2.3,134,0.4347826086956522
E43,I509,1,2.3000000000000003,142,0.4347826086956521
J440,J960,9,20.78,1530,0.43310875842155916
J439,J961,1,2.31,172,0.4329004329004329
I64,J960,10,23.17,1618,0.4315925766076823
E142,R090,1,2.32,169,0.4310344827586207
F171,J960,2,4.64,406,0.4310344827586207
I739,R568,1,2.32,164,0.4310344827586207
E889,R090,1,2.3200000000000003,140,0.43103448275862066
I64,R99,2,4.65,305,0.4301075268817204
C61,R13,2,4.66,262,0.4291845493562232
D469,N189,1,2.33,137,0.4291845493562232
E119,I672,1,2.33,141,0.4291845493562232
E669,I499,1,2.33,214,0.4291845493562232
E889,I500,3,6.99,425,0.4291845493562232
I251,I99,2,4.66,310,0.4291845493562232
I251,J441,1,2.33,136,0.4291845493562232
I429,N288,1,2.33,160,0.4291845493562232
L899,R64,1,2.33,142,0.4291845493562232
R068,R53,1,2.33,154,0.4291845493562232
D696,I469,3,7,532,0.42857142857142855
E112,R628,2,4.67,278,0.4282655246252677
I469,I619,2,4.67,309,0.4282655246252677
I469,Y831,2,4.67,308,0.4282655246252677
A419,A498,2,4.68,252,0.4273504273504274
E119,I38,1,2.34,154,0.4273504273504274
F329,R522,1,2.34,170,0.4273504273504274
J690,R634,1,2.34,127,0.4273504273504274
E669,F179,7,16.4,1514,0.426829268292683
F179,R688,16,37.49,2936,0.4267804747932782
E46,I64,3,7.03,455,0.4267425320056899
D649,F329,4,9.38,569,0.42643923240938164
I10,R090,18,42.269999999999996,2843,0.42583392476934
E115,F03,1,2.35,133,0.425531914893617
E872,R092,1,2.35,165,0.425531914893617
I509,N183,3,7.05,411,0.425531914893617
E039,G473,2,4.71,340,0.42462845010615713
F03,N288,4,9.42,555,0.42462845010615713
I120,I509,17,40.1,2409,0.4239401496259351
F101,F171,1,2.36,223,0.42372881355932207
J189,X590,1,2.36,125,0.42372881355932207
J80,N179,2,4.72,425,0.42372881355932207
A419,N390,71,167.87,10789,0.4229463275153392
I219,K922,2,4.7299999999999995,332,0.42283298097251587
I739,R628,5,11.83,687,0.42265426880811496
A419,F069,1,2.37,150,0.42194092827004215
C679,R628,1,2.37,129,0.42194092827004215
A419,E039,6,14.23,924,0.42164441321152496
J449,K219,5,11.87,788,0.4212299915754002
G473,N189,2,4.75,346,0.42105263157894735
G819,I500,2,4.75,289,0.42105263157894735
I500,J90,14,33.27,1937,0.42079951908626384
E889,N179,3,7.13,443,0.42075736325385693
I500,R060,3,7.13,402,0.42075736325385693
J969,N390,13,30.9,2010,0.42071197411003236
I500,R000,7,16.64,1004,0.4206730769230769
I120,I499,4,9.51,622,0.4206098843322818
G20,I739,1,2.38,145,0.42016806722689076
H919,I10,1,2.38,122,0.42016806722689076
I359,I509,1,2.38,147,0.42016806722689076
I48,I490,2,4.76,342,0.42016806722689076
E875,I500,3,7.1499999999999995,473,0.41958041958041964
F019,J449,5,11.92,724,0.41946308724832215
I10,N189,2,4.77,327,0.41928721174004197
A047,D649,1,2.39,155,0.41841004184100417
E46,I959,1,2.39,162,0.41841004184100417
I120,W80,1,2.39,145,0.41841004184100417
I64,I739,5,11.950000000000001,808,0.41841004184100417
I64,R688,4,9.56,637,0.41841004184100417
N189,R628,10,23.919999999999998,1363,0.4180602006688964
M199,R092,2,4.79,278,0.4175365344467641
I509,J984,3,7.19,479,0.4172461752433936
D649,J969,16,38.38,2595,0.4168837936425221
A419,C859,1,2.4,179,0.4166666666666667
C798,J969,1,2.4,189,0.4166666666666667
D649,K566,1,2.4,144,0.4166666666666667
E872,K559,1,2.4,168,0.4166666666666667
I120,I255,4,9.6,612,0.4166666666666667
I350,R99,1,2.4,142,0.4166666666666667
D649,R628,13,31.24,1837,0.41613316261203587
A047,A419,4,9.62,683,0.4158004158004158
J969,R579,6,14.43,1136,0.4158004158004158
I120,I709,4,9.620000000000001,585,0.41580041580041577
I10,I461,7,16.84,1188,0.4156769596199525
I350,N179,3,7.22,430,0.41551246537396125
I739,N189,6,14.45,901,0.4152249134948097
E119,F419,1,2.41,150,0.41493775933609955
G20,W80,1,2.41,153,0.41493775933609955
I272,I518,1,2.41,151,0.41493775933609955
K566,R688,1,2.41,151,0.41493775933609955
D649,N390,7,16.88,1071,0.4146919431279621
A419,I500,51,123.36,8146,0.41342412451361865
I10,R99,13,31.45,2046,0.4133545310015898
I519,J189,1,2.42,150,0.4132231404958678
I639,R13,2,4.85,293,0.4123711340206186
E872,I48,4,9.709999999999999,628,0.411946446961895
E86,K922,1,2.4299999999999997,150,0.41152263374485604
J90,J969,12,29.16,1848,0.411522633744856
A490,F179,1,2.43,194,0.4115226337448559
E46,F329,2,4.86,306,0.4115226337448559
E668,N179,1,2.43,228,0.4115226337448559
J440,R628,1,2.43,158,0.4115226337448559
N390,W80,2,4.86,302,0.4115226337448559
J449,R090,11,26.75,1923,0.411214953271028
N19,R092,3,7.3,488,0.4109589041095891
J960,W80,9,21.919999999999998,1429,0.41058394160583944
J189,N185,4,9.75,737,0.41025641025641024
F179,I350,11,26.830000000000002,1730,0.4099888184867685
I48,J81,5,12.200000000000001,736,0.40983606557377045
F179,J984,6,14.68,1105,0.4087193460490463
C795,E46,1,2.45,182,0.4081632653061224
E142,J961,1,2.45,180,0.4081632653061224
R060,R53,1,2.45,138,0.4081632653061224
E889,F179,2,4.91,341,0.40733197556008144
E119,N390,6,14.74,961,0.40705563093622793
A419,I802,4,9.84,727,0.4065040650406504
I672,J969,1,2.46,141,0.4065040650406504
I694,J690,3,7.38,464,0.4065040650406504
J440,J961,3,7.38,527,0.4065040650406504
I709,N189,3,7.390000000000001,430,0.40595399188092013
I500,R99,9,22.18,1396,0.40577096483318303
C859,I469,2,4.93,350,0.40567951318458423
E149,I472,1,2.4699999999999998,173,0.40485829959514175
F179,G934,4,9.89,769,0.4044489383215369
F019,I739,2,4.95,289,0.40404040404040403
R522,R628,2,4.95,301,0.40404040404040403
A419,G819,1,2.48,160,0.40322580645161293
E875,I120,1,2.48,158,0.40322580645161293
F179,R060,2,4.96,316,0.40322580645161293
I120,I340,1,2.48,146,0.40322580645161293
J80,R688,1,2.48,228,0.40322580645161293
E149,J960,14,34.79,2569,0.4024144869215292
G931,J690,2,4.97,390,0.4024144869215292
C509,J969,3,7.46,532,0.40214477211796246
A047,R628,1,2.4899999999999998,146,0.4016064257028113
I259,R628,1,2.4899999999999998,142,0.4016064257028113
I509,L899,1,2.4899999999999998,161,0.4016064257028113
E119,I131,1,2.49,169,0.4016064257028112
J449,J849,1,2.49,168,0.4016064257028112
R000,R068,1,2.49,165,0.4016064257028112
I272,J960,8,19.96,1446,0.4008016032064128
I509,J189,13,32.48,2022,0.40024630541871925
D696,J969,2,5,386,0.4
E112,I350,1,2.5,165,0.4
E872,R068,1,2.5,167,0.4
I258,I509,1,2.5,163,0.4
N390,N40,2,5,281,0.4
J960,R628,8,20.07,1248,0.39860488290981566
E785,F019,4,10.04,599,0.39840637450199207
E785,G629,1,2.51,157,0.39840637450199207
E872,J960,7,17.599999999999998,1278,0.39772727272727276
I500,R18,1,2.52,199,0.3968253968253968
I739,N183,1,2.52,151,0.3968253968253968
E46,I500,10,25.21,1548,0.3966679888932963
E785,F329,6,15.14,987,0.3963011889035667
E119,R628,10,25.24,1529,0.39619651347068147
F179,I495,2,5.05,298,0.39603960396039606
E039,I120,10,25.28,1475,0.39556962025316456
I219,N185,1,2.53,198,0.3952569169960475
G934,W80,1,2.5300000000000002,171,0.39525691699604737
I64,I959,1,2.5300000000000002,170,0.39525691699604737
I500,M109,2,5.07,285,0.3944773175542406
J969,R090,22,55.79,3854,0.3943359024914859
I509,N189,15,38.05,2348,0.3942181340341656
M069,N189,1,2.54,170,0.39370078740157477
F179,I48,97,246.67,16893,0.39323792921717277
I509,N184,2,5.09,288,0.39292730844793716
F019,I251,7,17.84,1056,0.3923766816143498
D649,E669,1,2.55,207,0.3921568627450981
E145,N189,1,2.55,169,0.3921568627450981
G934,R090,2,5.1,361,0.3921568627450981
E43,J189,2,5.1000000000000005,335,0.392156862745098
E875,F03,1,2.5500000000000003,151,0.392156862745098
I071,I500,1,2.5500000000000003,144,0.392156862745098
I48,R470,1,2.5500000000000003,140,0.392156862745098
F179,I10,174,443.85,32996,0.39202433254477864
F329,I500,6,15.32,926,0.391644908616188
E872,N189,2,5.11,336,0.3913894324853229
I639,J969,2,5.11,362,0.3913894324853229
F919,I10,3,7.67,434,0.39113428943937417
C793,E149,1,2.56,227,0.390625
E149,I99,1,2.56,168,0.390625
I251,R02,1,2.56,149,0.390625
J969,K746,3,7.68,667,0.390625
F179,I516,4,10.25,769,0.3902439024390244
I500,I739,20,51.26,3290,0.3901677721420211
F179,M199,4,10.26,680,0.38986354775828463
I500,K729,2,5.13,431,0.38986354775828463
F179,I802,5,12.83,1008,0.3897116134060795
I219,I469,16,41.06,2972,0.3896736483195324
C679,F179,5,12.84,863,0.3894080996884735
C189,N189,1,2.57,155,0.38910505836575876
E46,R568,1,2.57,187,0.38910505836575876
E785,K922,2,5.14,350,0.38910505836575876
E46,E785,3,7.72,483,0.38860103626943004
F179,R568,5,12.87,1046,0.38850038850038854
R092,R688,3,7.73,522,0.3880983182406209
C64,C679,1,2.58,165,0.38759689922480617
F019,M199,1,2.58,146,0.38759689922480617
G318,I469,1,2.58,173,0.38759689922480617
J81,N288,1,2.58,159,0.38759689922480617
J961,R628,3,7.74,498,0.38759689922480617
F179,I64,24,62.07,4563,0.3866602223296278
D649,R634,1,2.59,143,0.3861003861003861
E039,M109,1,2.59,149,0.3861003861003861
I272,N183,1,2.59,156,0.3861003861003861
I272,R570,1,2.5900000000000003,215,0.38610038610038605
F03,I698,4,10.370000000000001,563,0.3857280617164898
C679,C780,1,2.6,175,0.3846153846153846
E142,I429,1,2.6,191,0.3846153846153846
I251,I518,2,5.2,354,0.3846153846153846
I255,N19,1,2.6,183,0.3846153846153846
I48,R630,2,5.2,280,0.3846153846153846
I64,J90,1,2.6,159,0.3846153846153846
J969,R628,16,41.6,2528,0.3846153846153846
I429,I509,4,10.42,695,0.3838771593090211
E785,I499,6,15.65,1080,0.38338658146964855
E109,I469,1,2.61,209,0.3831417624521073
E889,J449,1,2.61,180,0.3831417624521073
G319,I469,1,2.61,151,0.3831417624521073
I10,I719,1,2.61,159,0.3831417624521073
F179,I120,24,62.669999999999995,4243,0.38295835327908095
I709,I739,3,7.84,506,0.3826530612244898
A419,I350,5,13.08,810,0.382262996941896
C780,I10,7,18.32,1448,0.38209606986899564
A419,C61,3,7.859999999999999,499,0.3816793893129771
F179,I99,3,7.859999999999999,555,0.3816793893129771
G819,J449,1,2.62,170,0.38167938931297707
R068,R688,1,2.62,185,0.38167938931297707
I469,R001,5,13.11,806,0.38138825324180015
I10,I509,60,157.35,9636,0.3813155386081983
D649,L899,2,5.25,349,0.38095238095238093
N179,N189,24,63.09,4084,0.3804089396100808
C787,E149,2,5.26,419,0.3802281368821293
F179,I679,6,15.81,1090,0.3795066413662239
G309,W80,1,2.64,153,0.3787878787878788
I219,R99,1,2.64,183,0.3787878787878788
I251,I442,1,2.64,147,0.3787878787878788
I251,W80,4,10.56,660,0.3787878787878788
I679,J690,1,2.64,160,0.3787878787878788
I739,R99,1,2.64,176,0.3787878787878788
F179,I472,3,7.93,601,0.37831021437578816
E46,J961,2,5.29,371,0.3780718336483932
F019,I679,2,5.29,308,0.3780718336483932
E86,I469,11,29.11,1770,0.3778770182068018
C61,I709,1,2.65,157,0.37735849056603776
I251,N009,1,2.65,155,0.37735849056603776
I350,N288,1,2.65,159,0.37735849056603776
B182,I251,1,2.66,253,0.37593984962406013
E119,K729,1,2.66,252,0.37593984962406013
I350,I739,2,5.33,325,0.37523452157598497
E039,R13,5,13.33,772,0.3750937734433608
I429,N189,3,8,515,0.375
I469,R060,4,10.67,631,0.37488284910965325
L899,N189,1,2.67,174,0.37453183520599254
E149,R13,7,18.71,1171,0.37413148049171563
I10,K729,2,5.35,481,0.3738317757009346
C509,J960,2,5.359999999999999,395,0.373134328358209
J189,N179,19,50.95,3425,0.37291462217860644
F171,I251,3,8.05,668,0.37267080745341613
G473,I272,3,8.05,633,0.37267080745341613
A419,E870,2,5.38,333,0.3717472118959108
E112,I509,4,10.76,742,0.3717472118959108
E871,F179,2,5.38,413,0.3717472118959108
I272,J969,8,21.52,1532,0.3717472118959108
I279,J969,1,2.69,187,0.3717472118959108
J960,K559,1,2.69,193,0.3717472118959108
E86,R13,7,18.86,1097,0.3711558854718982
F179,F329,5,13.49,989,0.37064492216456635
C259,I469,1,2.7,215,0.37037037037037035
E86,I709,1,2.7,155,0.37037037037037035
I119,I469,5,13.51,920,0.3700962250185048
E115,I500,2,5.41,328,0.36968576709796674
E86,I500,4,10.82,617,0.36968576709796674
G934,I64,2,5.41,373,0.36968576709796674
A499,F179,1,2.71,208,0.36900369003690037
C787,C798,2,5.42,437,0.36900369003690037
E039,N40,2,5.42,298,0.36900369003690037
I500,R630,2,5.42,292,0.36900369003690037
F179,I714,3,8.14,523,0.36855036855036855
I469,J690,20,54.28,3556,0.36845983787767134
C61,E119,3,8.16,506,0.3676470588235294
E149,K729,1,2.72,254,0.3676470588235294
J690,N40,1,2.72,149,0.3676470588235294
G473,I120,3,8.17,597,0.36719706242350064
I500,J690,18,49.03,2896,0.3671221700999388
E43,J969,2,5.45,371,0.36697247706422015
F329,R53,2,5.46,331,0.3663003663003663
I469,I694,9,24.59,1604,0.36600244001626675
I64,N179,4,10.94,763,0.3656307129798903
E785,R13,7,19.169999999999998,1151,0.3651538862806469
